Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
42070_2#90.contigs_spades	O4	O4	Very high		100.00%	99.69%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.666%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.738%		0		0 / 6 (0%)		0	
42070_2#91.contigs_spades	O12	O12	Good	?	100.00%	98.97%	n/a	8 / 8 (100%)	O12_01_rfbB,100.0%;O12_02_rfbA,99.31%;O12_03_rfbD,99.663%;O12_04_rfbC,98.919%;O12_05_wbbL,99.639%;O12_06_wzm,99.64%;O12_07_wzt,99.773%;O12_08_wbbB,99.079%		0		0 / 8 (0%)		2	O3b_01_manC,99.788%;O3/O3a_02_manB,98.462%
42070_2#92.contigs_spades	O1/O2v1	O1b	Very high		100.00%	99.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_2#94.contigs_spades	OL101	unknown (OL101)	None	?-	89.40%	94.34%	n/a	8 / 9 (88.9%)	OL101_01_rfbB,96.62%;OL101_02_rfbA,97.931%;OL101_03_rfbD,98.653%;OL101_04_rfbC,96.757%;OL101_05_wbbL,98.195%;OL101_06_wzm,98.921%;OL101_07_wzt,97.072%;OL101_08_wbbB,95.711%	OL101_09_glycosylhydrolase	0		0 / 9 (0%)		2	OL104_01_manC,97.458%;O3/O3a_02_manB,96.288%
42070_2#96.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.55%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42070_2#97.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.44%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42070_2#98.contigs_spades	O4	O4	Very high		100.00%	99.71%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.666%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.575%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.738%		0		0 / 6 (0%)		0	
42070_2#9.contigs_spades	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
42092_1#114.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.55%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_1#116.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#118.contigs_spades	O3/O3a	O3/O3a	Very high		100.00%	96.04%	+1 bp	8 / 8 (100%)	O3/O3a_01_manC,99.576%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,98.473%;O3/O3a_04_wzt,99.074%;O3/O3a_05_wbdD,95.91%;O3/O3a_06_wbdA,97.86%;O3/O3a_07_wbdB,99.738%;O3/O3a_08_wbdC,99.462%		0		0 / 8 (0%)		4	O12_01_rfbB,98.028%;OL101_03_rfbD,99.327%;OL101_02_rfbA,99.655%;O12_04_rfbC,97.297%
42092_1#120.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.03%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.471%;O1/O2v1_07_kfoC,96.811%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.297%
42092_1#122.contigs_spades	O3b	O3b	Very high		100.00%	99.28%	0 bp	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_04_wzt,99.306%;O3b_05_wbdD,99.854%;O3b_06_wbdA,99.881%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;O12_04_rfbC,97.838%
42092_1#124.contigs_spades	O3b	O3b	Very high		100.00%	99.28%	0 bp	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_04_wzt,99.306%;O3b_05_wbdD,99.854%;O3b_06_wbdA,99.881%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;O12_04_rfbC,97.838%
42092_1#126.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_1#128.contigs_spades	O3b	O3b	Very high		100.00%	99.28%	0 bp	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_04_wzt,99.306%;O3b_05_wbdD,99.854%;O3b_06_wbdA,99.881%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;O12_04_rfbC,97.838%
42092_1#146.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_1#148.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.03%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#150.contigs_spades	O1/O2v2	O1b	Perfect		100.00%	100.00%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,100.0%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,100.0%;O1/O2v2_05_wbbN,100.0%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.316%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,100.0%;O12_04_rfbC,97.838%
42092_1#152.contigs_spades	O1/O2v3	O2a	High	*	100.00%	93.22%	+3 bp	8 / 8 (100%)	O1/O2v3_01_wzm,96.094%;O1/O2v3_02_wzt,97.976%;O1/O2v3_03_wbbM,97.464%;O1/O2v3_04_glf,98.701%;O1/O2v3_05_wbbN,95.96%;O1/O2v3_06_wbbO,98.148%;O1/O2v3_07,94.483%;O1/O2v3_08,98.529%		0		0 / 8 (0%)		4	O12_01_rfbB,92.958%;OL101_02_rfbA,94.138%;OL102_03_rfbD,90.236%;O12_04_rfbC,92.896%
42092_1#154.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.03%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#156.contigs_spades	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
42092_1#158.contigs_spades	O3b	O3b	Very high		100.00%	99.28%	0 bp	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_04_wzt,99.306%;O3b_05_wbdD,99.854%;O3b_06_wbdA,99.881%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;O12_04_rfbC,97.838%
42092_1#160.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.03%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#178.contigs_spades	OL103	unknown (OL103)	Very high		100.00%	98.86%	0 bp	6 / 6 (100%)	OL103_01_rmlC,96.875%;OL103_02_wzm,100.0%;OL103_03_wzt,99.559%;OL103_04_hydrolase,99.53%;OL103_05_spsA,98.697%;OL103_06_wbbL,100.0%		0		0 / 6 (0%)		7	O12_01_rfbB,98.31%;O12_01_rfbB,93.521%;OL101_03_rfbD,98.99%;O12_03_rfbD,98.99%;OL101_02_rfbA,98.966%;OL101_02_rfbA,98.276%;O12_04_rfbC,97.297%
42092_1#180.contigs_spades	O3b	O3b	Very high		100.00%	99.28%	0 bp	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_04_wzt,99.306%;O3b_05_wbdD,99.854%;O3b_06_wbdA,99.881%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;O12_04_rfbC,97.838%
42092_1#182.contigs_spades	O1/O2v2	O1b	Perfect		100.00%	100.00%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,100.0%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,100.0%;O1/O2v2_05_wbbN,100.0%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.316%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,100.0%;O12_04_rfbC,97.838%
42092_1#184.contigs_spades	O1/O2v2	O1b	Perfect		100.00%	100.00%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,100.0%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,100.0%;O1/O2v2_05_wbbN,100.0%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.316%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,100.0%;O12_04_rfbC,97.838%
42092_1#186.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.47%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.595%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#188.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.45%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#18.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_1#190.contigs_spades	O3b	O3b	Very high		100.00%	99.28%	0 bp	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.783%;O3b_03_wzm,99.237%;O3b_04_wzt,99.306%;O3b_05_wbdD,99.854%;O3b_06_wbdA,99.881%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,98.028%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;O12_04_rfbC,97.838%
42092_1#192.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.52%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.322%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,97.947%;O1/O2v2_09_gmlB,98.777%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		2	OL104_01_manC,91.314%;O3/O3a_02_manB,92.967%
42092_1#20.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_1#212.contigs_spades	OL103	unknown (OL103)	Very high		100.00%	96.47%	0 bp	6 / 6 (100%)	OL103_01_rmlC,98.438%;OL103_02_wzm,99.24%;OL103_03_wzt,99.559%;OL103_04_hydrolase,95.533%;OL103_05_spsA,98.046%;OL103_06_wbbL,99.265%		0		0 / 6 (0%)		6	O12_01_rfbB,98.31%;O12_01_rfbB,97.183%;OL101_03_rfbD,98.99%;OL101_03_rfbD,98.99%;OL101_02_rfbA,99.31%;O12_04_rfbC,96.216%
42092_1#214.contigs_spades	OL101	unknown (OL101)	High	*	100.00%	94.93%	-15 bp	9 / 9 (100%)	OL101_01_rfbB,97.183%;OL101_02_rfbA,97.917%;OL101_03_rfbD,98.316%;OL101_04_rfbC,97.297%;OL101_05_wbbL,98.917%;OL101_06_wzm,98.921%;OL101_07_wzt,99.324%;OL101_08_wbbB,95.711%;OL101_09_glycosylhydrolase,92.157%		0		0 / 9 (0%)		4	O12_01_rfbB,93.521%;OL101_03_rfbD,98.316%;OL101_02_rfbA,95.926%;O12_04_rfbC,97.297%
42092_1#216.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.03%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#218.contigs_spades	O1/O2v2	O2afg	Very high		100.00%	98.45%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		0	
42092_1#220.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.35%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,97.039%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.592%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.259%;O12_04_rfbC,97.297%
42092_1#222.contigs_spades	O1/O2v1	O1b	Very high		100.00%	97.87%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,97.315%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,96.811%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,100.0%
42092_1#224.contigs_spades	O1/O2v2	O1b	Perfect		100.00%	100.00%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,100.0%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,100.0%;O1/O2v2_05_wbbN,100.0%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.316%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,100.0%;O12_04_rfbC,97.838%
42092_1#22.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.02%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,96.583%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.653%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
42092_1#242.contigs_spades	OL101	unknown (OL101)	Good	-	84.80%	95.24%	-2 bp	8 / 9 (88.9%)	OL101_01_rfbB,97.183%;OL101_02_rfbA,97.569%;OL101_03_rfbD,97.98%;OL101_04_rfbC,96.757%;OL101_05_wbbL,98.556%;OL101_06_wzm,98.561%;OL101_07_wzt,98.874%;OL101_08_wbbB,95.374%	OL101_09_glycosylhydrolase	0		0 / 9 (0%)		2	O3b_01_manC,99.364%;O3/O3a_02_manB,98.904%
42092_1#246.contigs_spades	O1/O2v1	O2a	Very high		100.00%	97.99%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,98.381%;O1/O2v1_03_wbbM,98.576%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.405%		0		0 / 7 (0%)		0	
42092_1#248.contigs_spades	O1/O2v2	O1b	Perfect		100.00%	100.00%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,100.0%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,100.0%;O1/O2v2_05_wbbN,100.0%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,100.0%;O1/O2v2_08_gmlC,100.0%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		6	Extra_genes_wbbY_01_wbbY,99.865%;O12_01_rfbB,98.31%;OL101_03_rfbD,98.316%;OL101_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,100.0%;O12_04_rfbC,97.838%
42092_1#24.contigs_spades	O4	O4	Very high		100.00%	99.71%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.666%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.738%		0		0 / 6 (0%)		0	
42092_1#250.contigs_spades	O3b	O3b	Very high		100.00%	99.30%	0 bp	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.566%;O3b_03_wzm,99.237%;O3b_04_wzt,99.769%;O3b_05_wbdD,99.708%;O3b_06_wbdA,99.881%;O3b_07_wbdB,99.215%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		0	
42092_1#252.contigs_spades	O1/O2v1	O1b	Very high		100.00%	98.55%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
42092_1#254.contigs_spades	O1/O2v1	O2a	Very high		100.00%	98.64%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,97.922%;O1/O2v1_05_wbbN,97.315%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,99.544%		0		0 / 7 (0%)		6	O3b_01_manC,100.0%;O3/O3a_02_manB,98.681%;O12_01_rfbB,97.746%;OL101_03_rfbD,98.653%;OL101_02_rfbA,96.875%;O12_04_rfbC,96.757%
42092_1#256.contigs_spades	O1/O2v2	O1b	Very high		100.00%	99.20%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,99.752%;O1/O2v2_08_gmlC,99.384%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,100.0%
