Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
42092_1#116.contigs_spades	KL25	K25	High	-	100.00%	98.52%	+4 bp	13 / 14 (92.9%)	KL25_01_galF,100.0%;KL25_02_cpsACP,100.0%;KL25_03_wzi,100.0%;KL25_04_wza,100.0%;KL25_05_wzb,100.0%;KL25_06_wzc,100.0%;KL25_07_wcaJ,100.0%;KL25_08_wzy,99.474%;KL25_10,100.0%;KL25_11_wcuB,99.681%;KL25_12_wzx,100.0%;KL25_13_gnd,99.358%;KL25_14_ugd,99.743%	KL25_09_wfeD	0		0 / 14 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.403%
42092_1#118.contigs_spades	KL18	K18	High	*	100.00%	93.25%	+22 bp	21 / 21 (100%)	KL18_01_galF,98.997%;KL18_02_cpsACP,95.714%;KL18_03_wzi,98.745%;KL18_04_wza,98.421%;KL18_05_wzb,96.552%;KL18_06_wzc,96.81%;KL18_07_wcaJ,96.849%;KL18_08_wcaA,89.439%;KL18_09_wcuM,92.35%;KL18_10_wbbL,94.516%;KL18_11_wckF,92.493%;KL18_12_wzy,95.037%;KL18_13,92.593%;KL18_14_wcuH,96.029%;KL18_15_wzx,96.406%;KL18_16_gnd,99.36%;KL18_17_rmlB,98.592%;KL18_18_rmlA,97.569%;KL18_19_rmlD,98.316%;KL18_20_rmlC,98.378%;KL18_21_ugd,99.486%		0		0 / 21 (0%)		3	KL7_18_manC,99.576%;KL30_19_manB,99.136%;KL150_19_gmd,97.313%
42092_1#120.contigs_spades	KL17	K17	Very high		100.00%	99.99%	0 bp	20 / 20 (100%)	KL17_01_galF,100.0%;KL17_02_cpsACP,100.0%;KL17_03_wzi,99.791%;KL17_04_wza,100.0%;KL17_05_wzb,100.0%;KL17_06_wzc,100.0%;KL17_07_wzy,100.0%;KL17_08_wctR,100.0%;KL17_09_wctS,100.0%;KL17_10_wctT,100.0%;KL17_11_wctU,100.0%;KL17_12_wcaJ,100.0%;KL17_13_wcmZ,100.0%;KL17_14_wzx,100.0%;KL17_15_gnd,100.0%;KL17_16_rmlB,100.0%;KL17_17_rmlA,100.0%;KL17_18_rmlD,100.0%;KL17_19_rmlC,100.0%;KL17_20_ugd,99.743%		0		0 / 20 (0%)		2	KL40_05_rfaG,98.421%;KL150_19_gmd,99.104%
42092_1#122.contigs_spades	KL105	unknown (KL105)	Very high		100.00%	99.69%	-1 bp	22 / 22 (100%)	KL105_01_galF,100.0%;KL105_02_cpsACP,100.0%;KL105_03_wzi,100.0%;KL105_04_wza,100.0%;KL105_05_wzb,100.0%;KL105_06_wzc,99.861%;KL105_07_wbaP,100.0%;KL105_08,100.0%;KL105_09,100.0%;KL105_10_wcaN,100.0%;KL105_11,100.0%;KL105_12,100.0%;KL105_13,100.0%;KL105_14_wzx,99.796%;KL105_15,100.0%;KL105_16,100.0%;KL105_17_gnd,100.0%;KL105_18_rmlB,100.0%;KL105_19,100.0%;KL105_20,99.663%;KL105_21,97.838%;KL105_22_ugd,99.743%		0		0 / 22 (0%)		4	KL50_10,99.623%;KL14_19_manC,100.0%;KL30_19_manB,99.145%;KL150_19_gmd,99.104%
42092_1#124.contigs_spades	KL105	unknown (KL105)	Very high		100.00%	99.69%	-1 bp	22 / 22 (100%)	KL105_01_galF,100.0%;KL105_02_cpsACP,100.0%;KL105_03_wzi,100.0%;KL105_04_wza,100.0%;KL105_05_wzb,100.0%;KL105_06_wzc,99.861%;KL105_07_wbaP,100.0%;KL105_08,100.0%;KL105_09,100.0%;KL105_10_wcaN,100.0%;KL105_11,100.0%;KL105_12,100.0%;KL105_13,100.0%;KL105_14_wzx,99.796%;KL105_15,100.0%;KL105_16,100.0%;KL105_17_gnd,100.0%;KL105_18_rmlB,100.0%;KL105_19,100.0%;KL105_20,99.663%;KL105_21,97.838%;KL105_22_ugd,99.743%		0		0 / 22 (0%)		4	KL50_10,99.623%;KL14_19_manC,100.0%;KL30_19_manB,99.145%;KL150_19_gmd,99.104%
42092_1#126.contigs_spades	KL48	K48	High	*	100.00%	94.78%	-2 bp	21 / 21 (100%)	KL48_01_galF,99.331%;KL48_02_cpsACP,95.238%;KL48_03_wzi,98.326%;KL48_04_wza,98.413%;KL48_05_wzb,99.31%;KL48_06_wzc,98.056%;KL48_07_wcaA,94.719%;KL48_08_wcaJ,98.934%;KL48_09_wclL,93.75%;KL48_10_wzy,98.137%;KL48_11_wcqD,96.642%;KL48_12_wckU,95.429%;KL48_13,96.882%;KL48_14_wzx,98.194%;KL48_15_wcqE,96.319%;KL48_16_gnd,99.574%;KL48_17_rmlB,98.873%;KL48_18_rmlA,97.917%;KL48_19_rmlD,98.99%;KL48_20_rmlC,98.919%;KL48_21_ugd,99.743%		0		0 / 21 (0%)		3	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%;KL150_19_gmd,84.985%
42092_1#128.contigs_spades	KL105	unknown (KL105)	Very high		100.00%	99.69%	-1 bp	22 / 22 (100%)	KL105_01_galF,100.0%;KL105_02_cpsACP,100.0%;KL105_03_wzi,100.0%;KL105_04_wza,100.0%;KL105_05_wzb,100.0%;KL105_06_wzc,99.861%;KL105_07_wbaP,100.0%;KL105_08,100.0%;KL105_09,100.0%;KL105_10_wcaN,100.0%;KL105_11,100.0%;KL105_12,100.0%;KL105_13,100.0%;KL105_14_wzx,99.796%;KL105_15,100.0%;KL105_16,100.0%;KL105_17_gnd,100.0%;KL105_18_rmlB,100.0%;KL105_19,100.0%;KL105_20,99.663%;KL105_21,97.838%;KL105_22_ugd,99.743%		0		0 / 22 (0%)		4	KL50_10,99.623%;KL14_19_manC,100.0%;KL30_19_manB,99.145%;KL150_19_gmd,99.104%
42092_1#146.contigs_spades	KL48	K48	High	*	100.00%	94.78%	-2 bp	21 / 21 (100%)	KL48_01_galF,99.331%;KL48_02_cpsACP,95.238%;KL48_03_wzi,98.326%;KL48_04_wza,98.413%;KL48_05_wzb,99.31%;KL48_06_wzc,98.056%;KL48_07_wcaA,94.719%;KL48_08_wcaJ,98.934%;KL48_09_wclL,93.75%;KL48_10_wzy,98.137%;KL48_11_wcqD,96.642%;KL48_12_wckU,95.429%;KL48_13,96.882%;KL48_14_wzx,98.194%;KL48_15_wcqE,96.319%;KL48_16_gnd,99.574%;KL48_17_rmlB,98.873%;KL48_18_rmlA,97.917%;KL48_19_rmlD,98.99%;KL48_20_rmlC,98.919%;KL48_21_ugd,99.743%		0		0 / 21 (0%)		3	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%;KL150_19_gmd,84.985%
42092_1#148.contigs_spades	KL25	K25	High	-	100.00%	98.52%	+4 bp	13 / 14 (92.9%)	KL25_01_galF,100.0%;KL25_02_cpsACP,100.0%;KL25_03_wzi,100.0%;KL25_04_wza,100.0%;KL25_05_wzb,100.0%;KL25_06_wzc,100.0%;KL25_07_wcaJ,100.0%;KL25_08_wzy,99.474%;KL25_10,100.0%;KL25_11_wcuB,99.681%;KL25_12_wzx,100.0%;KL25_13_gnd,99.572%;KL25_14_ugd,99.743%	KL25_09_wfeD	0		0 / 14 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.403%
42092_1#150.contigs_spades	KL19	K19	High	*	100.00%	94.92%	+11 bp	20 / 20 (100%)	KL19_01_galF,98.997%;KL19_02_cpsACP,96.19%;KL19_03_wzi,97.917%;KL19_04_wza,97.884%;KL19_05_wzb,100.0%;KL19_06_wzc,98.752%;KL19_07_wcaJ,98.739%;KL19_08_wcuF,94.865%;KL19_09_wcmY,96.622%;KL19_10_wzx,96.875%;KL19_11_wctW,97.173%;KL19_12_wctX,99.228%;KL19_13_wzy,98.847%;KL19_14,94.69%;KL19_15_gnd,99.574%;KL19_16_rmlB,99.155%;KL19_17_rmlA,97.917%;KL19_18_rmlD,98.316%;KL19_19_rmlC,98.919%;KL19_20_ugd,99.743%		0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_1#152.contigs_spades	KL72	K72	Low	?-+*	95.34%	95.72%	n/a	17 / 18 (94.4%)	KL72_01_galF,91.694%;KL72_03_wzi,91.004%;KL72_04_wza,95.778%;KL72_05_wzb,100.0%;KL72_06_wzc,99.444%;KL72_07_wcaA,99.674%;KL72_08_wcaJ,99.571%;KL72_09_wcuR,99.057%;KL72_10_wzx,99.089%;KL72_11_wcqL,99.749%;KL72_12_wzy,99.237%;KL72_13,99.749%;KL72_14_gnd,99.801%;KL72_15_rmlB,99.718%;KL72_16_rmlA,99.31%;KL72_17_rmlD,100.0%;KL72_18_rmlC,100.0%	KL72_02_cpsACP	2	KL172_23_ugd,98.715%;KL3_02_cpsACP,92.641%	0 / 18 (0%)		1	KL150_19_gmd,88.589%
42092_1#154.contigs_spades	KL25	K25	High	-	100.00%	98.52%	+4 bp	13 / 14 (92.9%)	KL25_01_galF,100.0%;KL25_02_cpsACP,100.0%;KL25_03_wzi,100.0%;KL25_04_wza,100.0%;KL25_05_wzb,100.0%;KL25_06_wzc,100.0%;KL25_07_wcaJ,100.0%;KL25_08_wzy,99.474%;KL25_10,100.0%;KL25_11_wcuB,99.681%;KL25_12_wzx,100.0%;KL25_13_gnd,99.358%;KL25_14_ugd,99.743%	KL25_09_wfeD	0		0 / 14 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.403%
42092_1#156.contigs_spades	KL15	K15	Very high		100.00%	99.90%	+1135 bp	16 / 16 (100%)	KL15_01_galF,100.0%;KL15_02_cpsACP,100.0%;KL15_03_wzi,100.0%;KL15_04_wza,100.0%;KL15_05_wzb,100.0%;KL15_06_wzc,100.0%;KL15_07_wcaJ,100.0%;KL15_08_wceN,100.0%;KL15_09_wceM,100.0%;KL15_10_wcsR,100.0%;KL15_11_wcaN,100.0%;KL15_12_wzy,100.0%;KL15_13_wckI,99.726%;KL15_14_wzx,100.0%;KL15_15_gnd,100.0%;KL15_16_ugd,100.0%		0		0 / 16 (0%)		3	KL104_16_wzx,98.072%;KL150_19_gmd,89.489%;KL104_17,98.635%
42092_1#158.contigs_spades	KL105	unknown (KL105)	Very high		100.00%	99.69%	-1 bp	22 / 22 (100%)	KL105_01_galF,100.0%;KL105_02_cpsACP,100.0%;KL105_03_wzi,100.0%;KL105_04_wza,100.0%;KL105_05_wzb,100.0%;KL105_06_wzc,99.861%;KL105_07_wbaP,100.0%;KL105_08,100.0%;KL105_09,100.0%;KL105_10_wcaN,100.0%;KL105_11,100.0%;KL105_12,100.0%;KL105_13,100.0%;KL105_14_wzx,99.796%;KL105_15,100.0%;KL105_16,100.0%;KL105_17_gnd,100.0%;KL105_18_rmlB,100.0%;KL105_19,100.0%;KL105_20,99.663%;KL105_21,97.838%;KL105_22_ugd,99.743%		0		0 / 22 (0%)		4	KL50_10,99.623%;KL14_19_manC,100.0%;KL30_19_manB,99.145%;KL150_19_gmd,99.104%
42092_1#160.contigs_spades	KL25	K25	High	-	100.00%	98.52%	+4 bp	13 / 14 (92.9%)	KL25_01_galF,100.0%;KL25_02_cpsACP,100.0%;KL25_03_wzi,100.0%;KL25_04_wza,100.0%;KL25_05_wzb,100.0%;KL25_06_wzc,100.0%;KL25_07_wcaJ,100.0%;KL25_08_wzy,99.474%;KL25_10,100.0%;KL25_11_wcuB,99.681%;KL25_12_wzx,100.0%;KL25_13_gnd,99.572%;KL25_14_ugd,99.743%	KL25_09_wfeD	0		0 / 14 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.403%
42092_1#178.contigs_spades	KL52	K52	Very high	*	100.00%	96.79%	+10 bp	22 / 22 (100%)	KL52_01_galF,99.666%;KL52_02_cpsACP,92.381%;KL52_03_wzi,97.03%;KL52_04_wza,97.09%;KL52_05_wzb,97.297%;KL52_06_wzc,98.752%;KL52_07_wbaP,99.793%;KL52_08_rfbN,100.0%;KL52_09_wcoY,100.0%;KL52_10_wcoX,100.0%;KL52_11_wcuS,100.0%;KL52_12_wcaN,99.658%;KL52_13_wzy,99.733%;KL52_14,100.0%;KL52_15_wcpG,99.198%;KL52_16_wzx,100.0%;KL52_17_gnd,100.0%;KL52_18_rmlB,100.0%;KL52_19_rmlA,99.653%;KL52_20_rmlD,98.997%;KL52_21_rmlC,97.838%;KL52_22_ugd,99.743%		0		0 / 22 (0%)		5	KL55_16_rmlB,99.718%;KL150_19_gmd,97.91%;KL48_19_rmlD,99.327%;KL19_17_rmlA,99.655%;KL19_19_rmlC,99.454%
42092_1#180.contigs_spades	KL105	unknown (KL105)	Very high		100.00%	99.69%	-1 bp	22 / 22 (100%)	KL105_01_galF,100.0%;KL105_02_cpsACP,100.0%;KL105_03_wzi,100.0%;KL105_04_wza,100.0%;KL105_05_wzb,100.0%;KL105_06_wzc,99.861%;KL105_07_wbaP,100.0%;KL105_08,100.0%;KL105_09,100.0%;KL105_10_wcaN,100.0%;KL105_11,100.0%;KL105_12,100.0%;KL105_13,100.0%;KL105_14_wzx,99.796%;KL105_15,100.0%;KL105_16,100.0%;KL105_17_gnd,100.0%;KL105_18_rmlB,100.0%;KL105_19,100.0%;KL105_20,99.663%;KL105_21,97.838%;KL105_22_ugd,99.743%		0		0 / 22 (0%)		4	KL50_10,99.623%;KL14_19_manC,100.0%;KL30_19_manB,99.145%;KL150_19_gmd,99.104%
42092_1#182.contigs_spades	KL19	K19	Good	?-*	100.00%	94.92%	n/a	19 / 20 (95%)	KL19_01_galF,98.997%;KL19_02_cpsACP,96.19%;KL19_03_wzi,97.917%;KL19_04_wza,97.884%;KL19_05_wzb,100.0%;KL19_06_wzc,98.752%;KL19_08_wcuF,94.865%;KL19_09_wcmY,96.622%;KL19_10_wzx,96.875%;KL19_11_wctW,97.173%;KL19_12_wctX,99.228%;KL19_13_wzy,98.847%;KL19_14,94.69%;KL19_15_gnd,99.574%;KL19_16_rmlB,99.155%;KL19_17_rmlA,97.917%;KL19_18_rmlD,98.316%;KL19_19_rmlC,98.919%;KL19_20_ugd,99.743%	KL19_07_wcaJ	0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_1#184.contigs_spades	KL19	K19	High	*	100.00%	94.92%	+11 bp	20 / 20 (100%)	KL19_01_galF,98.997%;KL19_02_cpsACP,96.19%;KL19_03_wzi,97.917%;KL19_04_wza,97.884%;KL19_05_wzb,100.0%;KL19_06_wzc,98.752%;KL19_07_wcaJ,98.739%;KL19_08_wcuF,94.865%;KL19_09_wcmY,96.622%;KL19_10_wzx,96.875%;KL19_11_wctW,97.173%;KL19_12_wctX,99.228%;KL19_13_wzy,98.847%;KL19_14,94.69%;KL19_15_gnd,99.574%;KL19_16_rmlB,99.155%;KL19_17_rmlA,97.917%;KL19_18_rmlD,98.316%;KL19_19_rmlC,98.919%;KL19_20_ugd,99.743%		0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_1#186.contigs_spades	KL30	K30	Very high	*	100.00%	96.45%	-1 bp	20 / 20 (100%)	KL30_01_galF,100.0%;KL30_02_cpsACP,99.524%;KL30_03_wzi,99.208%;KL30_04_wza,100.0%;KL30_05_wzb,99.306%;KL30_06_wzc,99.448%;KL30_07_wcuL,100.0%;KL30_08_wzx,99.743%;KL30_09_wcuD,97.143%;KL30_10_wzy,92.627%;KL30_11_wckP,92.287%;KL30_12_wckO,93.59%;KL30_13_wckN,92.188%;KL30_14,94.17%;KL30_15_wcuG,91.831%;KL30_16_wcaJ,98.069%;KL30_17_gnd,99.36%;KL30_18_manC,99.153%;KL30_19_manB,99.787%;KL30_20_ugd,100.0%		0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.403%
42092_1#188.contigs_spades	KL2	K2	Very high		100.00%	99.93%	+1 bp	18 / 18 (100%)	KL2_01_galF,99.666%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.862%;KL2_07,100.0%;KL2_08,100.0%;KL2_09,100.0%;KL2_10,100.0%;KL2_11_wzx,100.0%;KL2_12,99.483%;KL2_13,100.0%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,100.0%		0		0 / 18 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.701%
42092_1#18.contigs_spades	KL48	K48	High	*	100.00%	94.78%	-2 bp	21 / 21 (100%)	KL48_01_galF,99.331%;KL48_02_cpsACP,95.238%;KL48_03_wzi,98.326%;KL48_04_wza,98.413%;KL48_05_wzb,99.31%;KL48_06_wzc,98.056%;KL48_07_wcaA,94.719%;KL48_08_wcaJ,98.934%;KL48_09_wclL,93.75%;KL48_10_wzy,98.137%;KL48_11_wcqD,96.642%;KL48_12_wckU,95.429%;KL48_13,96.882%;KL48_14_wzx,98.194%;KL48_15_wcqE,96.319%;KL48_16_gnd,99.574%;KL48_17_rmlB,98.873%;KL48_18_rmlA,97.917%;KL48_19_rmlD,98.99%;KL48_20_rmlC,98.919%;KL48_21_ugd,99.743%		0		0 / 21 (0%)		3	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%;KL150_19_gmd,84.985%
42092_1#190.contigs_spades	KL105	unknown (KL105)	Very high		100.00%	99.69%	-1 bp	22 / 22 (100%)	KL105_01_galF,100.0%;KL105_02_cpsACP,100.0%;KL105_03_wzi,100.0%;KL105_04_wza,100.0%;KL105_05_wzb,100.0%;KL105_06_wzc,99.861%;KL105_07_wbaP,100.0%;KL105_08,100.0%;KL105_09,100.0%;KL105_10_wcaN,100.0%;KL105_11,100.0%;KL105_12,100.0%;KL105_13,100.0%;KL105_14_wzx,99.796%;KL105_15,100.0%;KL105_16,100.0%;KL105_17_gnd,100.0%;KL105_18_rmlB,100.0%;KL105_19,100.0%;KL105_20,99.663%;KL105_21,97.838%;KL105_22_ugd,99.743%		0		0 / 22 (0%)		4	KL50_10,99.623%;KL14_19_manC,100.0%;KL30_19_manB,99.145%;KL150_19_gmd,99.104%
42092_1#192.contigs_spades	KL122	unknown (KL122)	Very high		100.00%	99.98%	0 bp	19 / 19 (100%)	KL122_01_galF,100.0%;KL122_02_cpsACP,99.524%;KL122_03_wzi,100.0%;KL122_04_wza,100.0%;KL122_05_wzb,100.0%;KL122_06_wzc,100.0%;KL122_07_wzy,100.0%;KL122_08_wcuC,100.0%;KL122_09_wckM,100.0%;KL122_10_wcuQ,99.749%;KL122_11_wcuD,100.0%;KL122_12,100.0%;KL122_13_wzx,100.0%;KL122_14_wbaZ,100.0%;KL122_15_wcaJ,100.0%;KL122_16_gnd,100.0%;KL122_17_manC,100.0%;KL122_18_manB,100.0%;KL122_19_ugd,99.743%		0		0 / 19 (0%)		4	KL40_03_wcpO,99.798%;KL40_04,99.504%;KL40_05_rfaG,100.0%;KL150_19_gmd,98.799%
42092_1#20.contigs_spades	KL48	K48	High	*	100.00%	94.78%	-2 bp	21 / 21 (100%)	KL48_01_galF,99.331%;KL48_02_cpsACP,95.238%;KL48_03_wzi,98.326%;KL48_04_wza,98.413%;KL48_05_wzb,99.31%;KL48_06_wzc,98.056%;KL48_07_wcaA,94.719%;KL48_08_wcaJ,98.934%;KL48_09_wclL,93.75%;KL48_10_wzy,98.137%;KL48_11_wcqD,96.642%;KL48_12_wckU,95.429%;KL48_13,96.882%;KL48_14_wzx,98.194%;KL48_15_wcqE,96.319%;KL48_16_gnd,99.574%;KL48_17_rmlB,98.873%;KL48_18_rmlA,97.917%;KL48_19_rmlD,98.99%;KL48_20_rmlC,98.919%;KL48_21_ugd,99.743%		0		0 / 21 (0%)		3	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%;KL150_19_gmd,84.985%
42092_1#212.contigs_spades	KL56	K56	Very high	*	100.00%	96.94%	+227 bp	20 / 21 (95.2%)	KL56_01_galF,98.997%;KL56_02_cpsACP,94.762%;KL56_03_wzi,99.167%;KL56_04_wza,99.735%;KL56_05_wzb,100.0%;KL56_06_wzc,99.307%;KL56_07_wcaJ,99.16%;KL56_08_wckY,100.0%;KL56_09_wcpK,98.876%;KL56_10_wcpL,97.594%;KL56_11_wcpM,98.107%;KL56_12_wcuC,98.442%;KL56_13_wzy,98.352%;KL56_14_wzx,99.414%;KL56_15_wcuJ,99.705%;KL56_16_gnd,99.147%;KL56_17_rmlB,98.592%;KL56_19_rmlD,98.653%;KL56_20_rmlC,97.297%;KL56_21_ugd,99.229%		0		1 / 21 (4.8%)	KL56_18_rmlA,97.569%	4	KL55_16_rmlB,99.718%;KL150_19_gmd,98.209%;KL183_17_rmlD,100.0%;KL18_20_rmlC,98.361%
42092_1#214.contigs_spades	KL52	K52	Very high		100.00%	99.90%	+351 bp	22 / 22 (100%)	KL52_01_galF,100.0%;KL52_02_cpsACP,100.0%;KL52_03_wzi,100.0%;KL52_04_wza,100.0%;KL52_05_wzb,100.0%;KL52_06_wzc,100.0%;KL52_07_wbaP,99.793%;KL52_08_rfbN,100.0%;KL52_09_wcoY,100.0%;KL52_10_wcoX,99.674%;KL52_11_wcuS,100.0%;KL52_12_wcaN,100.0%;KL52_13_wzy,100.0%;KL52_14,100.0%;KL52_15_wcpG,99.198%;KL52_16_wzx,100.0%;KL52_17_gnd,100.0%;KL52_18_rmlB,100.0%;KL52_19_rmlA,98.162%;KL52_20_rmlD,99.678%;KL52_21_rmlC,100.0%;KL52_22_ugd,100.0%		0		0 / 22 (0%)		5	KL109_18_rmlB,99.437%;KL150_19_gmd,98.209%;KL52_20_rmlD,99.678%;KL17_17_rmlA,100.0%;KL12_22_rmlC,99.459%
42092_1#216.contigs_spades	KL25	K25	High	-	100.00%	98.52%	+4 bp	13 / 14 (92.9%)	KL25_01_galF,100.0%;KL25_02_cpsACP,100.0%;KL25_03_wzi,100.0%;KL25_04_wza,100.0%;KL25_05_wzb,100.0%;KL25_06_wzc,100.0%;KL25_07_wcaJ,100.0%;KL25_08_wzy,99.474%;KL25_10,99.733%;KL25_11_wcuB,99.681%;KL25_12_wzx,100.0%;KL25_13_gnd,99.572%;KL25_14_ugd,99.743%	KL25_09_wfeD	0		0 / 14 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,99.403%
42092_1#218.contigs_spades	KL102	unknown (KL102)	Very high		100.00%	99.27%	-1 bp	17 / 17 (100%)	KL102_01_galF,98.997%;KL102_02_cpsACP,99.048%;KL102_03_wzi,100.0%;KL102_04_wza,100.0%;KL102_05_wzb,100.0%;KL102_06_wzc,99.722%;KL102_07_wbaP,99.366%;KL102_08_wzy,99.538%;KL102_09,99.313%;KL102_10,99.643%;KL102_11,99.432%;KL102_12,99.722%;KL102_13,100.0%;KL102_14,100.0%;KL102_15_wzx,100.0%;KL102_16_gnd,100.0%;KL102_17_ugd,99.486%		0		0 / 17 (0%)		4	KL40_03_wcpO,99.19%;KL40_04,99.256%;KL40_05_rfaG,99.738%;KL150_19_gmd,98.507%
42092_1#220.contigs_spades	KL142	unknown (KL142)	Good	?-	100.00%	99.81%	n/a	20 / 21 (95.2%)	KL142_01_galF,99.666%;KL142_02_cpsACP,100.0%;KL142_03_wzi,99.791%;KL142_04_wza,99.736%;KL142_05_wzb,100.0%;KL142_06_wzc,99.862%;KL142_07_wcaA,99.674%;KL142_08_wcaJ,100.0%;KL142_09_wclJ,100.0%;KL142_10_wcuM,100.0%;KL142_11_wzy,100.0%;KL142_12_wcuH,100.0%;KL142_14,99.793%;KL142_15_gnd,99.787%;KL142_16_wcqA,100.0%;KL142_17_rmlB,100.0%;KL142_18_rmlA,100.0%;KL142_19_rmlD,100.0%;KL142_20_rmlC,99.459%;KL142_21_ugd,100.0%	KL142_13_wzx	0		0 / 21 (0%)		4	KL169_23_wzx,99.387%;KL40_05_rfaG,98.158%;KL150_19_gmd,99.403%;KL169_24,100.0%
42092_1#222.contigs_spades	KL62	K62	Good	?-	100.00%	99.71%	n/a	18 / 19 (94.7%)	KL62_01_galF,100.0%;KL62_02_cpsACP,100.0%;KL62_03_wzi,99.606%;KL62_04_wza,100.0%;KL62_05_wzb,100.0%;KL62_06_wzc,99.723%;KL62_07_wbaP,99.58%;KL62_08,99.738%;KL62_09,99.419%;KL62_10,99.706%;KL62_11_wzy,99.486%;KL62_13,99.167%;KL62_14,100.0%;KL62_15_wzx,100.0%;KL62_16_gnd,100.0%;KL62_17_manC,100.0%;KL62_18_manB,99.781%;KL62_19_ugd,100.0%	KL62_12	0		0 / 19 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,98.806%
42092_1#224.contigs_spades	KL19	K19	High	*	100.00%	94.92%	+11 bp	20 / 20 (100%)	KL19_01_galF,98.997%;KL19_02_cpsACP,96.19%;KL19_03_wzi,97.917%;KL19_04_wza,97.884%;KL19_05_wzb,100.0%;KL19_06_wzc,98.752%;KL19_07_wcaJ,98.739%;KL19_08_wcuF,94.865%;KL19_09_wcmY,96.622%;KL19_10_wzx,96.875%;KL19_11_wctW,97.173%;KL19_12_wctX,99.228%;KL19_13_wzy,98.847%;KL19_14,94.69%;KL19_15_gnd,99.574%;KL19_16_rmlB,99.155%;KL19_17_rmlA,97.917%;KL19_18_rmlD,98.316%;KL19_19_rmlC,98.919%;KL19_20_ugd,99.743%		0		0 / 20 (0%)		4	KL40_03_wcpO,97.773%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
42092_1#22.contigs_spades	KL48	K48	High	*	100.00%	94.78%	-2 bp	21 / 21 (100%)	KL48_01_galF,99.331%;KL48_02_cpsACP,95.238%;KL48_03_wzi,98.326%;KL48_04_wza,98.413%;KL48_05_wzb,99.31%;KL48_06_wzc,98.056%;KL48_07_wcaA,94.719%;KL48_08_wcaJ,98.934%;KL48_09_wclL,93.75%;KL48_10_wzy,98.137%;KL48_11_wcqD,96.642%;KL48_12_wckU,95.429%;KL48_13,96.882%;KL48_14_wzx,98.194%;KL48_15_wcqE,96.319%;KL48_16_gnd,99.574%;KL48_17_rmlB,98.873%;KL48_18_rmlA,97.917%;KL48_19_rmlD,98.99%;KL48_20_rmlC,98.919%;KL48_21_ugd,99.743%		0		0 / 21 (0%)		3	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%;KL150_19_gmd,84.985%
42092_1#242.contigs_spades	KL49	K49	None	?-+	86.94%	98.93%	n/a	14 / 18 (77.8%)	KL49_01_galF,99.666%;KL49_02_cpsACP,98.095%;KL49_03_wzi,100.0%;KL49_04_wza,100.0%;KL49_05_wzb,100.0%;KL49_06_wzc,99.861%;KL49_07_wbaP,100.0%;KL49_08_wzy,99.549%;KL49_09_wcuI,100.0%;KL49_10_wcuF,100.0%;KL49_12_wclW,100.0%;KL49_16_gnd,99.574%;KL49_17_manC,99.153%;KL49_18_manB,99.787%	KL49_11_wclK;KL49_13_wzx;KL49_14_wcpF;KL49_15	1	KL16_22_ugd,99.743%	0 / 18 (0%)		5	KL127_15_rmlB,99.718%;KL52_20_rmlD,99.035%;KL150_19_gmd,85.285%;KL12_20_rmlA,99.31%;KL14_24_rmlC,99.459%
